indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,nosex12m,sexcohab,sexnonreg,sexpaid12m,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,all,male,Y025_049,833,3417,2098.195422504175,0.11435448578475144,0.00825315168842782,0.09914758326128702,0.1315531668652189
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,0,all,all,all,male,Y015_019,425,622,413.2506692114042,0.0076579808439986,0.00305520902649422,0.00349717613364345,0.01668625690000157
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,1,all,all,all,male,Y015_019,572,1033,637.8427011138017,0.01181266295824744,0.0036353868613302,0.00645069295014756,0.02153502574540911
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,0,all,all,male,Y015_019,710,1621,1027.528297671527,0.00989293826484193,0.00251736761974513,0.00600159903341004,0.01626607017296071
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,1,all,all,male,Y015_019,33,34,23.290945090938205,0.0245671040339202,0.0248838559195293,0.00327973567114631,0.161617936398087
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,0,all,male,Y015_019,607,1135,708.9442305050828,0.01240961607873951,0.00350614836214081,0.00712133923650528,0.02153975084013545
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,1,all,male,Y015_019,374,520,341.9335105425305,0.00557894458440356,0.0026259830874267,0.00221368040330388,0.01398840250955674
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,0,male,Y015_019,707,1587,1002.9248552744174,0.01000994608625977,0.00254506342279553,0.00607498659216472,0.01645151449531106
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,1,male,Y015_019,63,68,48.316247055327125,0.01486210152716793,0.01492377708460891,0.00204205176499362,0.10009420548084126
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,all,male,Y015_019,717,1655,1050.81175752317,0.01021241892190686,0.00251729445498161,0.0062930978222933,0.01653207124449857
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,0,all,all,all,male,Y020_024,558,917,591.5104911687283,0.011503699663092,0.00426815297723638,0.00554568838374968,0.0237100870039127
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,1,all,all,all,male,Y020_024,239,303,180.41953201261967,0.01133338015470551,0.00959162192619529,0.00213666825111465,0.05782112030752597
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,0,all,all,male,Y020_024,522,890,535.325927745352,0.0117055358152244,0.00514654573055739,0.00492811634230712,0.02754562361914831
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,1,all,all,male,Y020_024,260,330,237.04982992859203,0.01085326925000881,0.00508844749033959,0.00431484976795105,0.02703057343362753
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,0,all,male,Y020_024,470,729,477.4519045456967,0.01248286533720613,0.00477646060606682,0.00588012231967302,0.02630360360039809
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,1,all,male,Y020_024,362,491,293.95049129154944,0.00971050074132774,0.00698360602233515,0.00235659096244979,0.03911310586275839
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,0,male,Y020_024,614,1124,709.4416544388081,0.01051999430961411,0.00416446516852356,0.00483019768291693,0.02275888485522844
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,1,male,Y020_024,89,96,63.340144793757744,0.02036944639494423,0.01314536258853246,0.00568458337380756,0.07030705035565635
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,all,male,Y020_024,635,1220,770.8870421091103,0.01146124043474825,0.00394047798198352,0.00582981599102942,0.02240982965058255
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,0,all,all,all,male,Y025_029,525,834,511.6270589063553,0.06851372627172145,0.01156519875367645,0.04903577852657073,0.09495612701454335
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,1,all,all,all,male,Y025_029,61,63,36.40106574005169,0.04634100024513511,0.02961268626212331,0.01289942172025258,0.15303811732003003
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,0,all,all,male,Y025_029,285,371,212.63344697430557,0.06859528332964647,0.01877854403116627,0.03975156397180272,0.11584314737180997
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,1,all,all,male,Y025_029,392,526,335.3988763682706,0.06587760460625229,0.01323145316805214,0.04422518680520584,0.0970544590340465
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,0,all,male,Y025_029,457,662,421.6191998837939,0.06244159897299826,0.01174832887702131,0.04300949315798245,0.08982920819620913
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,1,all,male,Y025_029,195,235,126.83536419626977,0.08087269336161385,0.02740313733687466,0.04096917633030903,0.1534241376542224
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,0,male,Y025_029,525,824,498.0948521175202,0.06837491391599487,0.011413473864614221,0.04912086786654413,0.09442656582400888
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,1,male,Y025_029,69,73,50.68794490996517,0.05075498675840308,0.02481085621781841,0.01911491890031243,0.12793652634691974
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,all,male,Y025_029,548,897,547.890225547287,0.06695337588322393,0.01099187072426689,0.04836894146246752,0.09198813533163595
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,0,all,all,all,male,Y030_034,504,772,463.7327947736563,0.09522876618680748,0.01382938149648898,0.0713596237274931,0.12599864216331938
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,1,all,all,all,male,Y030_034,39,41,31.24450085800018,0.10741305364680732,0.05846633925296298,0.03513948187469851,0.28450450600696237
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,0,all,all,male,Y030_034,241,290,165.35161599290382,0.1418450635022488,0.02736386183235775,0.09615900132608944,0.20432999387728312
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,1,all,all,male,Y030_034,391,523,326.3257430357348,0.07422830594681436,0.01600661933088691,0.04833683353546839,0.11235115885282795
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,0,all,male,Y030_034,451,642,398.5037644366877,0.09019933665168728,0.01501240146791583,0.06478195715336596,0.12426421933975416
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,1,all,male,Y030_034,150,171,92.5137405048858,0.11879894562524314,0.03271197034234485,0.06809681862413129,0.19918305226913632
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,0,male,Y030_034,487,735,445.9045014043348,0.08511901671676105,0.01378389699611116,0.06170709962189959,0.11631240836186456
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,1,male,Y030_034,75,78,45.5138149678462,0.21209449341849076,0.06322462796884751,0.11366092707954996,0.3610493311476261
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,all,male,Y030_034,520,813,490.93914306231727,0.09572914806560152,0.01346896036036923,0.07238862556684938,0.12557662754412255
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,0,all,all,all,male,Y035_039,495,736,438.6438454242629,0.12151609252997311,0.01632137012586811,0.09297691802193792,0.15729616507587055
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,1,all,all,all,male,Y035_039,27,27,17.52154022039514,0.1704189818161727,0.09186296494774392,0.05436179765419621,0.4233287808352907
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,0,all,all,male,Y035_039,194,218,128.70119682475536,0.11759759231810953,0.02692791300575034,0.0741933735618082,0.18141816181587944
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,1,all,all,male,Y035_039,408,545,327.31212931299353,0.12544314316066849,0.0198491049081674,0.091415138629053,0.16977084522718722
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,0,all,male,Y035_039,444,621,372.05820043200544,0.12224423988659117,0.01820926087663178,0.0907955528679908,0.16263725677849272
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,1,all,male,Y035_039,130,142,83.96944016884048,0.1274877672545004,0.03462800025633797,0.07354250437120331,0.2119505454335034
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,0,male,Y035_039,489,714,428.6420587122908,0.1275215735911269,0.01690855915326527,0.09788795550716946,0.16449041369700976
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,1,male,Y035_039,47,49,27.39397072383344,0.05796022339515587,0.03706758144554698,0.01600252458324892,0.1888187099226312
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,all,male,Y035_039,508,763,456.0115072328506,0.12322183141007442,0.01608018476637573,0.095006299873709,0.1583507596004637
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,0,all,all,all,male,Y040_044,395,523,326.8461218247499,0.1433136061405112,0.01960903797432685,0.1089925542100833,0.18618381858758293
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,1,all,all,all,male,Y040_044,15,15,9.9575840473325,0.2479748046980454,0.12487379273892436,0.08151918373581901,0.5505757627365455
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,0,all,all,male,Y040_044,123,133,70.83312946096815,0.1788659075135348,0.04173615318075088,0.11095694590507078,0.27545958436599405
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,1,all,all,male,Y040_044,322,405,268.4469192068297,0.13611790884137082,0.02259730579638831,0.09756637385656904,0.1867500565677676
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,0,all,male,Y040_044,352,448,294.32337853025257,0.14580242829006682,0.02159575851215671,0.10834440310703213,0.1934018878463994
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,1,all,male,Y040_044,86,90,44.29661576288262,0.15052583567875222,0.04967987736343598,0.07642244299778315,0.27508241729629057
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,0,male,Y040_044,386,510,320.5108121490082,0.14215263571884218,0.01996696861442315,0.107317072923111,0.18594062374651485
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,1,male,Y040_044,28,28,16.701032214192747,0.21875668204335627,0.08706895169498433,0.09351414991411926,0.4318295543922707
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,all,male,Y040_044,404,538,336.7856070848451,0.1465378677679678,0.019512238841552,0.11226553686199324,0.1890447903912469
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,0,all,all,all,male,Y045_049,307,379,250.6452127537191,0.18441629094334733,0.02459980509180527,0.14096835449716588,0.23755223037909096
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,1,all,all,all,male,Y045_049,27,27,18.550555807161498,0.3401977809865993,0.11928972901645056,0.15394033730553142,0.5936798592729692
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,0,all,all,male,Y045_049,112,121,78.10732727979956,0.24203414792031497,0.05186922982004121,0.1550257451466499,0.3572307039496618
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,1,all,all,male,Y045_049,240,285,191.7917951325115,0.17462396636875815,0.026811589780801202,0.1281067889846796,0.2335084126510626
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,0,all,male,Y045_049,276,332,223.8823123089112,0.19825352690872816,0.02707986969521479,0.15043908839637424,0.2566735616590647
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,1,all,male,Y045_049,73,74,45.63901597153736,0.18470528015290227,0.06099812112460139,0.09290270275602566,0.33383747354292137
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,0,male,Y045_049,311,386,255.35767945851808,0.18938136866651784,0.02483205648674505,0.1454093516934948,0.24287157458855932
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,1,male,Y045_049,20,20,13.933273625124048,0.30109649876652733,0.13148559550863603,0.11237503525537196,0.5944864812270184
prevalence,MWI2015DHS,CY2015Q4,MWI,Malawi,all,all,all,all,all,male,Y045_049,324,406,269.13052796375945,0.19576572742594284,0.02468824255295926,0.15183099432247735,0.24868611966707663
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,0,all,all,all,male,Y015_049,488,4510,3428.477542015165,0.08969780258720472,0.00534565286342489,0.07975749230058592,0.10074136726221924
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,1,all,all,all,male,Y015_049,441,1796,1310.4519865045577,0.04639097764746184,0.00539607311188779,0.03689035635154251,0.05819052602063027
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,0,all,all,male,Y015_049,486,4009,2945.088029247828,0.05961329882051262,0.00449299064177958,0.05139277548208996,0.06905301679557865
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,1,all,all,male,Y015_049,473,2297,1793.8513050432114,0.10731568428232208,0.00785237339127464,0.09286783010897928,0.12370473543980624
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,0,all,male,Y015_049,490,4590,3466.258002090469,0.08165281556099147,0.00507848734771967,0.0722359228379366,0.0921753566710809
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,1,all,male,Y015_049,441,1716,1272.732340150326,0.06687429431638243,0.00666263175566872,0.05494090649557705,0.08117702103959859
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,0,male,Y015_049,491,5820,4386.435839993449,0.07724470649007564,0.00454443749852382,0.06879513656294144,0.08663551896336437
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,1,male,Y015_049,280,486,352.5101379366201,0.08342613608448589,0.01528126312734684,0.05795606217070123,0.1186794456750136
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,all,male,Y015_049,492,6306,4738.926897492636,0.0777077715207174,0.0043965080581713,0.06951653603762593,0.08677418193020485
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,0,all,all,all,male,Y015_024,425,1400,1054.7226267712035,0.01980029369680591,0.00413243337371889,0.01313337535450252,0.0297495290753132
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,1,all,all,all,male,Y015_024,409,1278,929.4395611736564,0.0099922157233263,0.00271166183920988,0.0058632842593563,0.01697908590594868
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,0,all,all,male,Y015_024,461,2390,1751.683824530512,0.01616300259824052,0.00283564604115695,0.01145008915242076,0.02277109024390298
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,1,all,all,male,Y015_024,204,288,232.87771609713533,0.00931937572023325,0.00546023422758305,0.00294280619891773,0.02910951423881099
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,0,all,male,Y015_024,442,1740,1292.7689817313114,0.0111773056751009,0.00249362641836345,0.00721154151033708,0.01728594727926499
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,1,all,male,Y015_024,367,938,690.5988452697105,0.02309020266543604,0.00546641760627831,0.01448631411792659,0.03661436342650944
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,0,male,Y015_024,462,2508,1854.7300594448457,0.01474980244096897,0.00252469391673558,0.01053802287057995,0.02060986020566375
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,1,male,Y015_024,131,170,128.8901684556019,0.02293291569489493,0.01237822545179024,0.00788623710597532,0.06481268796047247
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,all,male,Y015_024,467,2678,1983.3432839877216,0.01530535312444048,0.00255282788146266,0.01102919776692871,0.02120388006342827
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,0,all,all,all,male,Y025_049,484,3110,2380.3590121669313,0.12370451271342064,0.00757275399521409,0.10961036171301512,0.13932736306215482
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,1,all,all,all,male,Y025_049,286,518,382.3825516924796,0.1414929369349695,0.01734771857789674,0.11077483441086208,0.17901439505000402
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,0,all,all,male,Y025_049,440,1619,1199.376513238294,0.12922529625779747,0.00988283046401454,0.1110595547955824,0.14986144481636135
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,1,all,all,male,Y025_049,469,2009,1564.4463891227808,0.1238472557464102,0.00903619896394355,0.10719588900205108,0.14267184057229412
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,0,all,male,Y025_049,486,2850,2177.7634571682265,0.1266118516460596,0.00789384455587303,0.11193108628259107,0.14290827678894016
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,1,all,male,Y025_049,349,778,585.599561377184,0.1242413256624688,0.01359918865993867,0.0999452193020622,0.1534368087133147
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,0,male,Y025_049,486,3312,2537.495225512657,0.12639166109294037,0.0075237562153251,0.11236603068954716,0.141888135663681
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,1,male,Y025_049,217,316,225.1707124019522,0.12307850551795316,0.02319014754314304,0.08434548970867815,0.1761761561255609
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,all,male,Y025_049,489,3628,2762.617646375106,0.12612541286673234,0.0071946995515982,0.1126852818494418,0.14091399180303094
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,0,all,all,all,male,Y015_019,301,538,400.6881973472534,0.00567779227671714,0.00331683318620208,0.00180209468695579,0.01774066654638037
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,1,all,all,all,male,Y015_019,381,959,694.9909834405561,0.01085906373481537,0.00332726664494272,0.00594659855345337,0.01974907540845191
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,0,all,all,male,Y015_019,435,1456,1062.6362311473924,0.00916774523478192,0.00248016595787999,0.00538899748412176,0.01555470103161322
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,1,all,all,male,Y015_019,38,41,32.620075135715645,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,0,all,male,Y015_019,395,1062,772.054502958563,0.0096387966440429,0.00295995761104687,0.00527224660872639,0.01755795204763223
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,1,all,male,Y015_019,268,435,323.12654350241485,0.00718608751045085,0.0041995019667998,0.00227822731346099,0.02242900447054335
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,0,male,Y015_019,431,1436,1051.4462476336505,0.00938043607072941,0.00254071832389791,0.00551039618974646,0.01592494352118878
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,1,male,Y015_019,59,61,45.70359256749474,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,all,male,Y015_019,437,1497,1095.1550332306508,0.00890968797688483,0.00241279279873827,0.00523464929385849,0.01512559400117404
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,0,all,all,all,male,Y020_024,367,862,654.0431253476992,0.02850349918022031,0.00609104176161296,0.01870774223370154,0.04320269264439305
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,1,all,all,all,male,Y020_024,197,319,234.45001215566484,0.00742991282925633,0.00433399309291511,0.00236025750356965,0.02313627348640959
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,0,all,all,male,Y020_024,346,934,689.1309484086385,0.02710328833937861,0.00587581025000798,0.01768201502381248,0.04133315418906332
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,1,all,all,male,Y020_024,183,247,200.7818434838903,0.01063016530527689,0.00622461348122955,0.0033568737882813,0.0331384107433302
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,0,all,male,Y020_024,330,678,520.9580443192614,0.01339460176973412,0.00441714499920093,0.00700200754047732,0.02547369819314583
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,1,all,male,Y020_024,278,503,367.4986537122746,0.03724816991235445,0.00965318092820869,0.02231810493425355,0.06153730133883527
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,0,male,Y020_024,381,1072,803.6928249110433,0.02156737642152494,0.0047916167551851,0.01392820764904673,0.03325507935374349
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,1,male,Y020_024,88,109,84.9669109682084,0.03859529312858895,0.02088763305685779,0.01314381473544292,0.1079400643255178
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,all,male,Y020_024,393,1181,888.2686342975686,0.02309038925621852,0.00466903677502743,0.01550962388570795,0.03424757005355546
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,0,all,all,all,male,Y025_029,359,795,595.8466502091018,0.04190397616912947,0.00735897431605552,0.02963199004037307,0.05894960834851864
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,1,all,all,all,male,Y025_029,120,143,107.73617299103584,0.0815236292340985,0.03003583367042232,0.03886468705242643,0.1630622876956703
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,0,all,all,male,Y025_029,282,501,365.4689219521721,0.05069195104269312,0.01096053224133643,0.03304199146435921,0.0770189955175821
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,1,all,all,male,Y025_029,262,437,340.2536757281612,0.04399973677444682,0.01026172523277142,0.02774074076838345,0.06911083530700175
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,0,all,male,Y025_029,344,690,524.8544248252118,0.04931235385838313,0.00948983000623002,0.03370713986586584,0.07160684870310557
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,1,all,male,Y025_029,182,248,177.0752783012388,0.04063904826961832,0.01184962070506351,0.02281545995419898,0.0713695961697984
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,0,male,Y025_029,373,831,624.1418020596099,0.04850782721384304,0.00838827032655922,0.03447245191463474,0.06785606584759742
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,1,male,Y025_029,89,107,78.46873646106857,0.03546313173110149,0.01905905487867762,0.01218569352612319,0.09876019332225972
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,all,male,Y025_029,388,938,701.5800268934307,0.04720844323334494,0.00775073212023881,0.03413976859205502,0.06494342075697788
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,0,all,all,all,male,Y030_034,358,769,594.7461055416893,0.12059277300724836,0.01337804321004424,0.09673202234847396,0.14936595206622105
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,1,all,all,all,male,Y030_034,87,101,67.09332835478075,0.1213108355886668,0.04351781347371784,0.05840127741863642,0.23506861182938035
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,0,all,all,male,Y030_034,242,379,273.3030856372813,0.1289083266076185,0.02067351973486829,0.0935119836516295,0.17511469132775875
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,1,all,all,male,Y030_034,277,491,388.49862630666973,0.1151018847062699,0.01610128844436429,0.08710618833394597,0.15061085951311118
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,0,all,male,Y030_034,333,674,512.6196961886328,0.11710538981440909,0.01414723026738448,0.09209525057422516,0.1478017943536765
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,1,all,male,Y030_034,154,196,149.8030982780599,0.13400599793249343,0.02677285689316224,0.08962963940736833,0.1956320205953676
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,0,male,Y030_034,359,789,604.8038574900824,0.12058380382353606,0.01346984774122651,0.09657510248349714,0.14957292758475013
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,1,male,Y030_034,70,81,56.763376087445096,0.12160832166869856,0.03883537148469165,0.06357485996480632,0.2201619400472459
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,all,male,Y030_034,375,870,661.5470127462755,0.1206701224841597,0.01287633538785043,0.09762102565580788,0.148267122979455
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,0,all,all,all,male,Y035_039,333,668,515.5881902814735,0.13902684191782985,0.01673189259791621,0.10935295038340304,0.1751693140689829
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,1,all,all,all,male,Y035_039,84,97,75.44403389626638,0.18464297230326096,0.0440202066159881,0.11321763016273376,0.28656696914685914
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,0,all,all,male,Y035_039,215,320,241.50512759896017,0.1660270220749106,0.02456286885145553,0.12327844974474042,0.2198815008140918
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,1,all,all,male,Y035_039,268,445,349.5376850310173,0.1301538500796673,0.01918995965885115,0.09692949388605213,0.17258999938557856
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,0,all,male,Y035_039,315,620,478.7931147936589,0.14519852372171,0.01742501073877865,0.11426144475483264,0.18278344855266415
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,1,all,male,Y035_039,116,145,112.88030512761776,0.14388186437887215,0.03113260432654607,0.0928957863286805,0.21618262057333076
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,0,male,Y035_039,340,687,537.3867882159936,0.1408039352430233,0.01601028043186524,0.11224509935111548,0.17519509797612645
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,1,male,Y035_039,70,78,54.75276357865198,0.18035781192179015,0.06084382977105021,0.08943014910817464,0.33020952001217657
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,all,all,male,Y035_039,353,765,590.9983940286166,0.14496481358752533,0.01570854574937197,0.11680465254075265,0.1785416039689518
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,0,all,all,all,male,Y040_044,303,507,404.8247765569818,0.18837146949301217,0.01901888757303877,0.1538859988309772,0.22849802777650113
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,1,all,all,all,male,Y040_044,94,102,75.58241270710731,0.1756657872353625,0.04206697979207766,0.10761203632953178,0.27356353792592036
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,0,all,all,male,Y040_044,180,249,190.76707522925736,0.20582967149692016,0.02640242313837302,0.15884870678303298,0.26237154958722975
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,1,all,all,male,Y040_044,247,360,289.2272427583963,0.17312641259648556,0.02183898178785673,0.13439627507571425,0.2201787377701584
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,0,all,male,Y040_044,311,498,391.11191234896535,0.1758556401593388,0.01882851862449585,0.1419351529308223,0.21584347444499577
prevalence,MWI2016PHIA,CY2016Q1,MWI,Malawi,all,all,all,1,all,male,Y040_044,90,111,88.86310689790133,0.23220758433211688,0.04607222762716354,0.15415555892977606,0.3341660935408329
