iso3,indicator,survey_id,survey_mid_calendar_quarter,area_name,res_type,nosex12m,sexcohab,sexnonreg,sexpaid12m,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,1,all,all,female,Y035_039,428,598,354.4508817463324,0.18740770369437257,0.02402834581591449,0.14477366851119394,0.23908700122154947
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,0,all,female,Y035_039,493,713,419.2688803461677,0.2278270099139197,0.02304794802943386,0.18582021219213915,0.27610954638477025
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,1,all,female,Y035_039,96,101,65.5276176621953,0.3123211701398525,0.05896893344664272,0.20958706953050343,0.43753714832529167
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,0,female,Y035_039,530,814,484.2310497537198,0.23826050148994923,0.02167196800729132,0.19840726728989047,0.2832897976238105
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,all,female,Y035_039,530,815,485.1807659701773,0.237879476463093,0.02164828829368935,0.198073136943876,0.28286384207270493
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,0,all,all,all,female,Y040_044,361,467,294.79594277840454,0.17939498335867185,0.02372664215886895,0.1374841556545102,0.23066519322002285
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,1,all,all,all,female,Y040_044,110,113,74.91498425780989,0.30722463397132194,0.05174425988349676,0.215916222717996,0.41662885012331624
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,0,all,all,female,Y040_044,166,178,116.65851944417784,0.30859446833104187,0.04218077342740853,0.23251366275979,0.3967021350348434
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,1,all,all,female,Y040_044,322,402,253.54891659115572,0.16038509593050004,0.02471223883945576,0.11763228427236454,0.21489198914360824
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,0,all,female,Y040_044,387,516,329.08519094157276,0.19152986072952569,0.02201544762240695,0.1520309086813784,0.23840578334068185
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,1,all,female,Y040_044,62,64,40.861066609248816,0.3175891502900251,0.07287958908770048,0.19404155561586503,0.4735779325286454
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,0,female,Y040_044,423,580,369.50752723207165,0.20409173417383816,0.02131569662907558,0.1654660492864191,0.2490432773762215
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,all,female,Y040_044,423,580,369.50752723207165,0.20409173417383816,0.02131569662907558,0.1654660492864191,0.2490432773762215
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,0,all,all,all,female,Y045_049,310,403,260.00138838171387,0.09667562331696164,0.01669517911630519,0.06853488121712012,0.1347001453096062
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,1,all,all,all,female,Y045_049,116,125,79.29285693905503,0.3804867672881881,0.05523220185624239,0.27954214215662865,0.4929426042708238
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,0,all,all,female,Y045_049,164,181,110.9665348091937,0.3089696888825724,0.04421012661879459,0.22956264266981663,0.40152892633150633
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,1,all,all,female,Y045_049,273,347,228.28496164337255,0.08650490438066047,0.01677249670789981,0.05879621539030399,0.12553017679828435
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,0,all,female,Y045_049,353,473,308.09478984779156,0.16079009328841595,0.02025708618960474,0.1249249290115217,0.20454511957079344
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,1,all,female,Y045_049,55,55,31.81066232896739,0.16081302337865466,0.06109612560614082,0.07313408750645671,0.3175902941840872
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,0,female,Y045_049,385,528,339.17944910398495,0.16079254822228695,0.01924044080363741,0.12655057451859958,0.2021553176860033
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,all,female,Y045_049,385,528,339.17944910398495,0.16079254822228695,0.01924044080363741,0.12655057451859958,0.2021553176860033
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,0,all,all,all,female,Y015_049,849,5799,3654.21526614136,0.11175911464435116,0.00638800641761372,0.09983837002457578,0.1249056995402746
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,1,all,all,all,female,Y015_049,716,1919,1172.8031605745775,0.1059555739693144,0.00953213448866249,0.08867209209501592,0.12614156493678663
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,0,all,all,female,Y015_049,814,3345,2033.3162576625095,0.12586094751911978,0.00810339655674576,0.1108172150887964,0.14261934636048004
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,1,all,all,female,Y015_049,848,4373,2796.0464457766907,0.0985419547291585,0.00672095778148178,0.08613072401027201,0.11252141129493856
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,0,all,female,Y015_049,850,6327,3990.380395479861,0.1013420865063547,0.00603209512580583,0.0901161310332028,0.1137915914634256
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,1,all,female,Y015_049,644,1391,840.0262935328019,0.15026427420145796,0.01313434463655988,0.126292825890454,0.1778594719659865
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,0,female,Y015_049,850,7683,4805.054576551651,0.10991249114973026,0.00577705854572707,0.09909033917832198,0.12175684656826098
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,1,female,Y015_049,32,35,22.35298723315138,0.21757486136857196,0.1026516303773549,0.07858675432564512,0.4755183246660808
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,all,female,Y015_049,850,7718,4826.990930522323,0.11034310893182946,0.00577412861715661,0.09952400901819422,0.1221787565182142
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,0,all,all,all,female,Y015_024,780,2071,1323.310659543598,0.05748382122511559,0.00672835186120736,0.04563154616010843,0.07218175419623424
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,1,all,all,all,female,Y015_024,594,1214,740.5203162080478,0.03592809582501839,0.0080210065353641,0.02312333287672703,0.05542133527148516
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,0,all,all,female,Y015_024,716,1975,1202.7318757825271,0.04947456206417815,0.00676940533186864,0.03777180712051259,0.06455988297438542
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,1,all,all,female,Y015_024,664,1310,861.9539674025973,0.04976549782503547,0.00766512441839084,0.03671795990551795,0.06712632523930191
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,0,all,female,Y015_024,808,2553,1620.6239695430722,0.04498788957411045,0.00601935382238248,0.03455869186304855,0.05837413328393157
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,1,all,female,Y015_024,448,732,443.1862420667669,0.06583754098933033,0.01239076873286412,0.04533302828742171,0.0946964646254444
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,0,female,Y015_024,829,3256,2044.204489718943,0.04823667826923089,0.00529527466311493,0.03885606168088154,0.05974119666504126
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,1,female,Y015_024,28,29,19.55965794502417,0.215339349897768,0.11520211757392076,0.06727422501505491,0.5108137412948258
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,all,female,Y015_024,831,3285,2063.3548109906774,0.04959237637690893,0.00533752495470079,0.04011712567442227,0.06116298260271984
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,0,all,all,all,female,Y025_049,847,3728,2330.969196591144,0.1423029673456269,0.00865967403909534,0.12615933018071646,0.16013382177968494
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,1,all,all,all,female,Y025_049,464,705,433.1982285467385,0.23285553948170715,0.02147056266991312,0.19343684823118873,0.27754287811612266
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,0,all,all,female,Y025_049,680,1370,830.5844447237605,0.2365121958876683,0.01508406865452026,0.20823113086630507,0.26733737279785336
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,1,all,all,female,Y025_049,836,3063,1934.150084615495,0.1200661629937969,0.008584242349059,0.10423279435236012,0.13793432611596945
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,0,all,female,Y025_049,848,3774,2370.016787712227,0.14051532046501022,0.00871668439375463,0.12428343511679456,0.15848349246652246
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,1,all,female,Y025_049,457,659,397.3085717511921,0.24009341126133937,0.02104848476291189,0.2012850617803388,0.28372617669150785
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,0,female,Y025_049,850,4427,2760.95209402549,0.1560044193929998,0.00850826320015749,0.14004516564894706,0.17341560672799883
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,1,female,Y025_049,4,6,2.7962585730777163,0.2326869051452709,0.20753760378395977,0.03013569973190294,0.7474472126357778
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,all,female,Y025_049,850,4433,2763.7162547546827,0.15607369570083107,0.00850164966233405,0.14012590975513167,0.1734703440151354
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,0,all,all,all,female,Y015_019,483,734,466.9956619289103,0.03775283883845651,0.00940235224147601,0.02307880359885895,0.06117273344864018
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,1,all,all,all,female,Y015_019,521,923,568.2096940242484,0.03078529156079372,0.00889168131789151,0.01740355059998798,0.05389203446466941
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,0,all,all,female,Y015_019,636,1316,800.2939702155429,0.03678219916248665,0.00769109198381838,0.02434600104528693,0.05521145530674294
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,1,all,all,female,Y015_019,279,341,236.78651391911873,0.02299287900537506,0.00890309768657516,0.01070703424583985,0.04868245653296985
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,0,all,female,Y015_019,645,1287,817.786042241786,0.03205333684778846,0.00719695491403009,0.02058444227850929,0.04958874373665798
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,1,all,female,Y015_019,288,370,218.25940273520015,0.04027779543476029,0.01370340064186988,0.02051938939209715,0.07755539320843834
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,0,female,Y015_019,716,1634,1020.8303818031528,0.03127489213452167,0.00615082794631668,0.0212259634793227,0.04585834858973881
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,1,female,Y015_019,22,23,14.406658767948668,0.24156375415187417,0.1426816204156051,0.0647358127744569,0.5944189998499873
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,all,female,Y015_019,719,1657,1035.0705174147945,0.03388887806896803,0.00637826030420008,0.0233845260489512,0.04887565022727002
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,0,all,all,all,female,Y020_024,688,1337,856.3402051842337,0.06834248643871077,0.00876663158317219,0.05303597231512888,0.08765763652194497
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,1,all,all,all,female,Y020_024,230,291,172.3280071865555,0.0526924975482031,0.01844004474956101,0.02625728670742672,0.1029287985811304
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,0,all,all,female,Y020_024,424,659,402.60275743467946,0.0753409080598296,0.01321648689036441,0.05318949647196327,0.10568777774611188
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,1,all,all,female,Y020_024,574,969,625.8689361573857,0.0592581013317444,0.00990528935885421,0.04257333303972557,0.08192224107776042
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,0,all,female,Y020_024,659,1266,802.8437878601596,0.05811316032848458,0.00996474178870428,0.04139550824096016,0.08101170126549721
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,1,all,female,Y020_024,280,362,225.5494046117369,0.09249643265720472,0.01937611705620677,0.06088522729457632,0.13810636625405948
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,0,female,Y020_024,733,1622,1023.4815485571964,0.0654016166457803,0.00871743030775345,0.05025437995183036,0.08470720296056149
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,1,female,Y020_024,6,6,5.352747788862808,0.1255187109421133,0.13301069306637764,0.01317408620374666,0.6068021313544661
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,all,female,Y020_024,735,1628,1028.3886767619315,0.06562436028127389,0.00870306567560283,0.05049259666961983,0.0848854510575207
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,0,all,all,all,female,Y025_029,640,1104,668.3253452529805,0.09215288203080269,0.01098907115722002,0.07275813001252854,0.11607042540410652
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,1,all,all,all,female,Y025_029,146,166,99.12811647949414,0.10742828195488488,0.02813192642834578,0.06342882105583493,0.17620703583820196
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,0,all,all,female,Y025_029,303,380,222.6628420744932,0.12740008570685182,0.02058519319016462,0.09219942703666956,0.17347184274264024
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,1,all,all,female,Y025_029,574,890,545.5405620169455,0.0796128541550407,0.01182745075267605,0.05930185645610556,0.10609581790093764
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,0,all,female,Y025_029,623,1056,644.44873572121,0.08407528336162705,0.01118228555794065,0.06459565115227438,0.10874631839997338
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,1,all,female,Y025_029,196,214,123.6135455505326,0.14281957720321095,0.03033076645283263,0.09299027527946468,0.2130774148406616
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,0,female,Y025_029,673,1270,767.3618770321319,0.09418189744472014,0.01036660066590657,0.07573387618825168,0.11655697711026956
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,all,female,Y025_029,673,1270,767.3618770321319,0.09418189744472014,0.01036660066590657,0.07573387618825168,0.11655697711026956
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,0,all,all,all,female,Y030_034,587,988,607.6982156856255,0.15832842327988203,0.01799545341755599,0.12615505588281897,0.19685852346769428
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,1,all,all,all,female,Y030_034,141,160,101.66414864425144,0.21175201208758257,0.03825259246809465,0.14634316349352175,0.29625013557960206
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,0,all,all,female,Y030_034,275,347,211.98457232031103,0.2703594625543753,0.03153541546150554,0.21313593480580997,0.3363787529447826
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,1,all,all,female,Y030_034,525,801,497.2771774767456,0.11914203153233612,0.01628047495362312,0.09074026807132872,0.15491893371100254
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,0,all,female,Y030_034,585,964,599.5289495370706,0.13466459562637287,0.0152174428688822,0.10752471944918043,0.1673700749095544
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,1,all,female,Y030_034,165,184,110.70421193993906,0.3156830058101914,0.04667384273324531,0.23198377988695412,0.4133285929462691
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,0,female,Y030_034,633,1145,708.3104769038498,0.16530841599804555,0.01648286271531628,0.1354764387395472,0.20018829370402175
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,1,female,Y030_034,1,3,2.9999999999999996,0.6666666666666666,5.551115123125783e-17,0.6666666666666665,0.6666666666666667
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,all,female,Y030_034,634,1148,709.0329487313319,0.1655814776181702,0.01647616976220025,0.13575569314768404,0.20044028665069347
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,0,all,all,all,female,Y035_039,523,775,490.71795326073646,0.16898879654546134,0.01578669009444151,0.1402589073351568,0.20221938365212896
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,1,all,all,all,female,Y035_039,107,118,78.81134385884877,0.29820174369810304,0.0544920559177549,0.20323209043356671,0.4144651874464553
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,0,all,all,female,Y035_039,217,259,166.62589007831374,0.2895746265142721,0.03488852517869267,0.22620877203783213,0.3623779523896512
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,1,all,all,female,Y035_039,450,634,402.59681991483336,0.14307115704773066,0.01678708180417627,0.11320855128853004,0.17921905615405928
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,0,all,female,Y035_039,508,753,481.9853113234235,0.1666910282686895,0.01729552841182849,0.13548543664484922,0.2033930561788411
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,1,all,female,Y035_039,125,140,87.37173480905011,0.2870371844058232,0.04637853500498815,0.2052174187936963,0.3856495686350425
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,0,female,Y035_039,568,892,568.3952658499651,0.1862941446108933,0.01592163524102611,0.15707815700318126,0.2195289644336981
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,1,female,Y035_039,1,1,1,0,0,NA,NA
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,all,female,Y035_039,569,893,569.2206739550187,0.18583035572665088,0.01588973731811598,0.1566753447554809,0.21900179665924183
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,0,all,all,all,female,Y040_044,378,499,326.5424680409225,0.1703237647098116,0.02082685172240765,0.13328798212111145,0.21509647740589305
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,1,all,all,all,female,Y040_044,121,131,77.00144226271613,0.348880784718225,0.05647102673037541,0.24764818239877512,0.4658706492496868
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,0,all,all,female,Y040_044,188,214,125.7013887268593,0.3055845976772057,0.04085298418607609,0.23180030747032057,0.3909039922137599
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,1,all,all,female,Y040_044,322,416,279.7078300082274,0.15297648407723208,0.02260160578185116,0.11371742714999004,0.20268943721007848
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,0,all,female,Y040_044,400,548,357.0301363027174,0.1975343157713651,0.02186063463230462,0.15814783641455585,0.2438881873343212
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,1,all,female,Y040_044,79,82,48.91208779844802,0.24978150263015816,0.05837421709159506,0.1531212056928188,0.38007542140206585
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,0,female,Y040_044,445,629,402.8495861364324,0.20536038159365627,0.02022440111203349,0.1685375524016463,0.24783042288108312
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,1,female,Y040_044,1,1,1,0,0,NA,NA
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,all,female,Y040_044,446,630,403.49670002212815,0.2051537068357385,0.02020455034893352,0.1683680814142475,0.24758368427394456
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,0,all,all,all,female,Y045_049,294,362,238.42678487901335,0.15129661300932326,0.02308367595119867,0.11137104843848254,0.2022771119229364
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,1,all,all,all,female,Y045_049,121,130,78.39688947898912,0.2526920711750613,0.05007492833369764,0.16741842201930465,0.36248924143113226
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,0,all,all,female,Y045_049,156,170,106.4863705469258,0.2417378578371228,0.04106436674901966,0.1704755307107344,0.3309061200217782
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,1,all,all,female,Y045_049,267,322,210.0470638529962,0.1428720854381887,0.02424893247752309,0.1015845574673084,0.19725594556525927
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,0,all,female,Y045_049,351,453,288.01146557992416,0.17081408070187856,0.02188917159301731,0.13207097619142122,0.21806696687715188
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,1,all,female,Y045_049,36,39,27.84480619768909,0.2057062321779849,0.07048461159547689,0.10006481257184634,0.3762481009852862
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,0,female,Y045_049,375,491,315.29411286739315,0.17308740385914617,0.02102601389019773,0.13565844665513985,0.21823581923446816
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,1,female,Y045_049,1,1,1,1,0,NA,NA
MWI,prevalence,MWI2015DHS,CY2015Q4,Malawi,all,all,all,all,all,female,Y045_049,376,492,315.84453571337235,0.17395035629010783,0.02102469576609752,0.1365007100169312,0.2190678814357652
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y015_049,496,6690,4885.197863772964,0.12249632745410068,0.00581267901925965,0.1115518238681362,0.13435223301354332
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y015_049,475,2259,1634.5633832405017,0.11786474260025756,0.00800949192459658,0.10304935998244603,0.13449075184177522
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y015_049,487,4284,3050.2358729628772,0.12981426133560198,0.00723548867411247,0.11627972636135436,0.1446662763010197
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y015_049,496,4665,3475.700751810091,0.11284347938650556,0.00605674888130762,0.10150623248816448,0.12527043990598052
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y015_049,497,7121,5231.266034534165,0.11803220467823013,0.00540881409629432,0.1078365217662175,0.12905242444601606
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y015_049,464,1828,1276.205582496396,0.13393801214664067,0.00925472608081868,0.11681416154279356,0.15313681111790736
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y015_049,497,8757,6368.343182850542,0.11861512897509342,0.00519921424471114,0.1087975887996168,0.1291901500921785
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y015_049,138,192,138.05436446106015,0.23705564907235196,0.0393735912995579,0.16860059973365477,0.3225226736736663
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y015_049,497,8949,6506.102519262376,0.12124316892021904,0.00533374774808181,0.11117158823980312,0.13209158391956163
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y015_024,473,2319,1643.3160654076664,0.04516871472149215,0.00478675949000068,0.03666201720888982,0.05553543532749101
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y015_024,418,1261,920.473617999044,0.0173153715586396,0.00410821206882534,0.01085833306200351,0.02750539237655596
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y015_024,463,2305,1629.2458763770005,0.03105382157670203,0.00424839014535916,0.02372492587324613,0.04055265391852906
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y015_024,428,1275,941.3705151999568,0.04128627862856916,0.0058215402235806,0.03126999577297965,0.05433099701424077
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y015_024,479,2624,1911.237135174934,0.03084456236048424,0.00366833852449871,0.02441162368432734,0.03890510336998002
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y015_024,379,956,645.0829036918335,0.04474284555967345,0.00766739774322913,0.03190239880050283,0.06241824528573662
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y015_024,488,3496,2494.0768075268775,0.0328296144682137,0.00344390916356294,0.02671041996995191,0.04029264394789468
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y015_024,71,84,62.236126308139035,0.0936795224357042,0.0317349927702447,0.04733101367396733,0.17698274038167622
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y015_024,488,3580,2555.9210410844416,0.03442719613674827,0.00350961699403633,0.02817327849273458,0.04200935130745532
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y025_049,495,4371,3258.2724456507317,0.16648723892535627,0.00833951709260015,0.15077737987657236,0.1834802939836697
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y025_049,406,998,736.439745071156,0.27756323400483723,0.01740603218478918,0.24476818708711656,0.31293162812997233
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y025_049,466,1979,1458.617503624774,0.2679335174637157,0.01364532439393047,0.2420483284420795,0.295507662099439
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y025_049,494,3390,2536.2098451813154,0.14081359698309726,0.00786159451174831,0.12609820040114772,0.15693785970820512
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y025_049,496,4497,3351.325558444268,0.1762478468600926,0.00816388164347326,0.16081327369841922,0.19282341949173737
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y025_049,383,872,643.4330647168316,0.242843130021752,0.01709242403390539,0.2109262419697526,0.27788876875882584
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y025_049,496,5261,3916.447678694736,0.18299807139267205,0.00817602572320032,0.1675142660355,0.1995699865185212
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y025_049,88,108,78.29702382423183,0.38593594934438274,0.05913188032805305,0.27818874435796664,0.5061517468933826
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y025_049,496,5369,3994.695783162431,0.1868772107208904,0.00831841389842977,0.1711179854612554,0.203731063211988
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y015_019,341,709,517.9332306432634,0.03179016952258663,0.00682202339538129,0.02082204997736906,0.04825110184942139
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y015_019,375,937,700.9797332670469,0.01112660257352664,0.00419741830154919,0.00529898498755147,0.02321363884183124
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y015_019,420,1409,1037.7680450553944,0.018214771845895,0.00413947186906659,0.01164893763274694,0.02837514019302844
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y015_019,180,237,181.1649440857157,0.0311720013589889,0.01330566500038543,0.01338574771468762,0.0708934757991202
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y015_019,419,1215,915.9314551699712,0.01563773769057469,0.00419334131194415,0.00922810252612107,0.02638082208264594
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y015_019,255,431,303.4113799035227,0.03271056443412973,0.00855995751790505,0.01951157424337613,0.05434339988629883
